Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,121.69000244140625,122.16999816894531,119.44999694824219,119.9800033569336,119.9800033569336,111760400
2021-03-11,122.54000091552734,123.20999908447266,121.26000213623047,121.95999908447266,121.95999908447266,102753600
2021-03-12,120.4000015258789,121.16999816894531,119.16000366210938,121.02999877929688,121.02999877929688,87963400
2021-03-15,121.41000366210938,124.0,120.41999816894531,123.98999786376953,123.98999786376953,92403800
2021-03-16,125.69999694824219,127.22000122070312,124.72000122070312,125.56999969482422,125.56999969482422,114740000
2021-03-17,124.05000305175781,125.86000061035156,122.33999633789062,124.76000213623047,124.76000213623047,111437500
2021-03-18,122.87999725341797,123.18000030517578,120.31999969482422,120.52999877929688,120.52999877929688,121229700
2021-03-19,119.9000015258789,121.43000030517578,119.68000030517578,119.98999786376953,119.98999786376953,185023200
2021-03-22,120.33000183105469,123.87000274658203,120.26000213623047,123.38999938964844,123.38999938964844,111912300
2021-03-23,123.33000183105469,124.23999786376953,122.13999938964844,122.54000091552734,122.54000091552734,95467100
2021-03-24,122.81999969482422,122.9000015258789,120.06999969482422,120.08999633789062,120.08999633789062,88530500
2021-03-25,119.54000091552734,121.66000366210938,119.0,120.58999633789062,120.58999633789062,98844700
2021-03-26,120.3499984741211,121.4800033569336,118.91999816894531,121.20999908447266,121.20999908447266,93958900
2021-03-29,121.6500015258789,122.58000183105469,120.7300033569336,121.38999938964844,121.38999938964844,80819200
2021-03-30,120.11000061035156,120.4000015258789,118.86000061035156,119.9000015258789,119.9000015258789,85671900
2021-03-31,121.6500015258789,123.5199966430664,121.1500015258789,122.1500015258789,122.1500015258789,118323800
2021-04-01,123.66000366210938,124.18000030517578,122.48999786376953,123.0,123.0,74957400
2021-04-05,123.87000274658203,126.16000366210938,123.06999969482422,125.9000015258789,125.9000015258789,88651200
2021-04-06,126.5,127.12999725341797,125.6500015258789,126.20999908447266,126.20999908447266,80171300
2021-04-07,125.83000183105469,127.91999816894531,125.13999938964844,127.9000015258789,127.9000015258789,83466700
2021-04-08,128.9499969482422,130.38999938964844,128.52000427246094,130.36000061035156,130.36000061035156,88844600
2021-04-09,129.8000030517578,133.0399932861328,129.47000122070312,133.0,133.0,106513800
2021-04-12,132.52000427246094,132.85000610351562,130.6300048828125,131.24000549316406,131.24000549316406,91420000
2021-04-13,132.44000244140625,134.66000366210938,131.92999267578125,134.42999267578125,134.42999267578125,91266500
2021-04-14,134.94000244140625,135.0,131.66000366210938,132.02999877929688,132.02999877929688,87222800
2021-04-15,133.82000732421875,135.0,133.63999938964844,134.5,134.5,89347100
2021-04-16,134.3000030517578,134.6699981689453,133.27999877929688,134.16000366210938,134.16000366210938,84818500
2021-04-19,133.50999450683594,135.47000122070312,133.33999633789062,134.83999633789062,134.83999633789062,94264200
2021-04-20,135.02000427246094,135.52999877929688,131.80999755859375,133.11000061035156,133.11000061035156,94812300
2021-04-21,132.36000061035156,133.75,131.3000030517578,133.5,133.5,68728500
2021-04-22,133.0399932861328,134.14999389648438,131.41380310058594,131.94000244140625,131.94000244140625,84566356
