Date,Open,High,Low,Close,Adj Close,Volume
2021-04-06,3223.75,3247.31005859375,3217.0400390625,3223.820068359375,3223.820068359375,2537800
2021-04-07,3233.800048828125,3303.610107421875,3223.64990234375,3279.389892578125,3279.389892578125,3346200
2021-04-08,3310.89990234375,3324.5,3292.0,3299.300048828125,3299.300048828125,2812100
2021-04-09,3304.699951171875,3372.199951171875,3288.89990234375,3372.199951171875,3372.199951171875,4334600
2021-04-12,3355.2099609375,3395.0400390625,3351.14990234375,3379.389892578125,3379.389892578125,3281800
2021-04-13,3400.85009765625,3432.0,3395.6298828125,3400.0,3400.0,3315800
2021-04-14,3404.0400390625,3404.1298828125,3326.0,3333.0,3333.0,3145200
2021-04-15,3371.0,3397.0,3352.0,3379.090087890625,3379.090087890625,3233600
2021-04-16,3380.0,3406.800048828125,3355.590087890625,3399.43994140625,3399.43994140625,3183300
2021-04-19,3390.330078125,3435.929931640625,3360.159912109375,3372.010009765625,3372.010009765625,2725400
2021-04-20,3373.60009765625,3382.989990234375,3316.0,3334.68994140625,3334.68994140625,2623000
2021-04-21,3316.0,3362.860107421875,3303.81005859375,3362.02001953125,3362.02001953125,2208100
