Date,Open,High,Low,Close,Adj Close,Volume
2021-03-23,50.9900016784668,51.650001525878906,50.83000183105469,51.38999938964844,51.38999938964844,16936700
2021-03-24,51.16999816894531,51.88999938964844,51.150001525878906,51.52000045776367,51.52000045776367,14997400
2021-03-25,51.70000076293945,52.060001373291016,51.16999816894531,52.02000045776367,52.02000045776367,17091900
2021-03-26,52.13999938964844,53.11000061035156,51.7599983215332,53.040000915527344,53.040000915527344,17125100
2021-03-29,52.72999954223633,53.939998626708984,52.709999084472656,53.849998474121094,53.849998474121094,17514100
2021-03-30,53.75,53.790000915527344,52.93000030517578,53.150001525878906,53.150001525878906,14871800
2021-03-31,53.029998779296875,53.16999816894531,52.5,52.709999084472656,52.709999084472656,15826500
2021-04-01,52.959999084472656,53.150001525878906,52.459999084472656,52.5099983215332,52.5099983215332,15831600
2021-04-05,52.349998474121094,53.220001220703125,52.290000915527344,52.810001373291016,52.810001373291016,16368700
2021-04-06,53.040000915527344,53.650001525878906,52.900001525878906,53.189998626708984,53.189998626708984,15614300
2021-04-07,53.279998779296875,53.5,53.119998931884766,53.279998779296875,53.279998779296875,10062700
2021-04-08,53.16999816894531,53.380001068115234,52.970001220703125,53.119998931884766,53.119998931884766,9695600
2021-04-09,53.16999816894531,53.279998779296875,52.810001373291016,53.18000030517578,53.18000030517578,10827600
2021-04-12,53.33000183105469,53.54999923706055,53.099998474121094,53.349998474121094,53.349998474121094,8565300
2021-04-13,53.040000915527344,53.290000915527344,52.810001373291016,53.09000015258789,53.09000015258789,11071700
2021-04-14,52.97999954223633,53.189998626708984,52.650001525878906,53.08000183105469,53.08000183105469,9787600
2021-04-15,53.130001068115234,53.65999984741211,53.119998931884766,53.33000183105469,53.33000183105469,13078100
2021-04-16,53.7400016784668,53.79999923706055,53.380001068115234,53.68000030517578,53.68000030517578,17958400
2021-04-19,54.0,54.36000061035156,53.29999923706055,54.0,54.0,19352900
2021-04-20,53.84000015258789,54.59000015258789,53.810001373291016,54.16999816894531,54.16999816894531,14419200
2021-04-21,54.2400016784668,54.7400016784668,54.2400016784668,54.61000061035156,54.61000061035156,13866000
