Date,Open,High,Low,Close,Adj Close,Volume
2021-04-06,247.61000061035156,249.39999389648438,246.8800048828125,247.86000061035156,247.86000061035156,22931900
2021-04-07,247.80999755859375,250.92999267578125,247.19000244140625,249.89999389648438,249.89999389648438,22719800
2021-04-08,252.77000427246094,254.13999938964844,252.0,253.25,253.25,23625200
2021-04-09,252.8699951171875,255.99000549316406,252.44000244140625,255.85000610351562,255.85000610351562,24315700
2021-04-12,254.7100067138672,257.6700134277344,254.6199951171875,255.91000366210938,255.91000366210938,27148700
2021-04-13,257.260009765625,259.19000244140625,256.8299865722656,258.489990234375,258.489990234375,23837500
2021-04-14,257.4800109863281,258.8299865722656,255.16000366210938,255.58999633789062,255.58999633789062,23070900
2021-04-15,257.92999267578125,259.92999267578125,257.7300109863281,259.5,259.5,25627500
2021-04-16,259.4700012207031,261.0,257.6000061035156,260.739990234375,260.739990234375,24856900
2021-04-19,260.19000244140625,261.4800109863281,257.82000732421875,258.739990234375,258.739990234375,23209300
2021-04-20,257.82000732421875,260.20001220703125,256.8399963378906,258.260009765625,258.260009765625,19722900
2021-04-21,258.94000244140625,260.67999267578125,257.25,260.5799865722656,260.5799865722656,24009300
2021-04-22,260.2099914550781,261.7799987792969,255.63999938964844,257.1700134277344,257.1700134277344,24229525
